what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1369219449486
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1369219449518
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1369219449518
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1369219449549
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1369219449564
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1369219449580
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1369219449611
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1369219449642
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1369219449674
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1369219449705
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1369219449720
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1369219449752
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1369219449767
os,sysinfo,,,"win32",1369219449783
arch,sysinfo,,,"x86_64",1369219449783
ws,sysinfo,,,"win32",1369219449783
locale,sysinfo,,,"es_ES",1369219449783
processors,sysinfo,,,"4",1369219449783
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1369219449783
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1369219449783
java.specification.name,sysinfo,,,"Java Platform API Specification",1369219449783
java.specification.vendor,sysinfo,,,"Oracle Corporation",1369219449783
java.specification.version,sysinfo,,,"1.7",1369219449783
java.vendor,sysinfo,,,"Oracle Corporation",1369219449783
java.version,sysinfo,,,"1.7.0_21",1369219449783
java.vm.info,sysinfo,,,"mixed mode",1369219449783
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1369219449783
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1369219449783
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1369219449783
java.vm.specification.version,sysinfo,,,"1.7",1369219449783
java.vm.vendor,sysinfo,,,"Oracle Corporation",1369219449783
java.vm.version,sysinfo,,,"23.21-b01",1369219449783
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1369219449939
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1369219449986
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1369219450017
